,school_name,level_of_schooling,school_gender,suburb,latitude,longitude
2131,Dubbo College Delroy Campus,Secondary School,Coed,Dubbo West,-32.2516,148.5827
2132,Lisarow High School,Secondary School,Coed,Lisarow,-33.3853,151.3704
2133,South Sydney High School,Secondary School,Coed,Maroubra,-33.9442,151.2344
2134,Gulgong High School,Secondary School,Coed,Gulgong,-32.3602,149.54
2135,Northlakes High School,Secondary School,Coed,San Remo ,-33.2168,151.5134
2136,Woolgoolga High School,Secondary School,Coed,Woolgoolga ,-30.1004,153.1902
2137,Fairfield High School,Secondary School,Coed,Fairfield ,-33.8652,150.9586
2138,Sarah Redfern High School,Secondary School,Coed,Minto,-34.0268,150.8509
2139,Crestwood High School,Secondary School,Coed,Baulkham Hills ,-33.7436,150.9757
2140,Macquarie Fields High School,Secondary School,Coed,Macquarie Fields ,-33.9968,150.8849
2141,"Hastings Secondary College, Westport Campus",Secondary School,Coed,Port Macquarie ,-31.4353,152.8954
2142,Rose Bay Secondary College,Secondary School,Coed,Dover Heights,-33.8783,151.2761
2143,Alexandria Park Community School,Central/Community School,Coed,Alexandria ,-33.9009,151.1958
2144,Jamison High School,Secondary School,Coed,South Penrith,-33.7753,150.6981
2145,Prairiewood High School,Secondary School,Coed,Wetherill Park ,-33.8595,150.9017
2146,Shoalhaven High School,Secondary School,Coed,Nowra ,-34.8973,150.6101
2147,Irrawang High School,Secondary School,Coed,Raymond Terrace,-32.7615,151.7669
2148,Tuggerah Lakes Secondary College Berkeley Vale Campus,Secondary School,Coed,Berkeley Vale,-33.3417,151.4247
2149,Holsworthy High School,Secondary School,Coed,Holsworthy,-33.9555,150.9523
2150,Hawkesbury High School,Secondary School,Coed,Freemans Reach ,-33.5595,150.798
2151,Melville High School,Secondary School,Coed,Kempsey ,-31.09,152.8251
2152,Northern Beaches Secondary College Manly Campus,Secondary School,Coed,North Curl Curl ,-33.7624,151.2814
2153,Northern Beaches Secondary College Freshwater Senior Campus,Secondary School,Coed,Harbord ,-33.7675,151.28
2154,Eagle Vale High School,Secondary School,Coed,Eagle Vale,-34.0399,150.8035
2155,Ambarvale High School,Secondary School,Coed,Rosemeadow ,-34.1,150.8019
2156,St Clair High School,Secondary School,Coed,St Clair,-33.7942,150.7868
2157,Rutherford High School,Secondary School,Coed,Rutherford,-32.7112,151.5314
2158,Winmalee High School,Secondary School,Coed,Winmalee ,-33.676,150.6151
2159,Mount View High School,Secondary School,Coed,Cessnock West,-32.828,151.3333
2160,Robert Townson High School,Secondary School,Coed,Raby ,-34.0153,150.818
2161,Byron Bay High School,Secondary School,Coed,Byron Bay,-28.6676,153.6161
2162,Alstonville High School,Secondary School,Coed,Alstonville ,-28.8388,153.4338
2163,Kingscliff High School,Secondary School,Coed,Kingscliff ,-28.2666,153.5705
2164,Cranebrook High School,Secondary School,Coed,Cranebrook,-33.7217,150.7098
2165,Batemans Bay High School,Secondary School,Coed,Batehaven ,-35.7292,150.1944
2166,Bossley Park High School,Secondary School,Coed,Bossley Park ,-33.871,150.8754
2167,Menai High School,Secondary School,Coed,Menai ,-34.0029,151.0238
2168,Elizabeth Macarthur High School,Secondary School,Coed,Narellan ,-34.0571,150.7401
2169,Kincumber High School,Secondary School,Coed,Kincumber,-33.4649,151.3825
2170,Albion Park High School,Secondary School,Coed,Albion Park ,-34.5767,150.7734
2171,Sydney Distance Education High School,Secondary School,Coed,Woolloomooloo ,-33.8711,151.221
2172,Open High School,Secondary School,Coed,Randwick ,-33.9101,151.2435
2173,Thomas Reddall High School,Secondary School,Coed,Ambarvale ,-34.082,150.8015
2174,Erskine Park High School,Secondary School,Coed,Erskine Park ,-33.8079,150.803
2175,Narara Valley High School,Secondary School,Coed,Narara ,-33.3984,151.3341
2176,Cherrybrook Technology High School,Secondary School,Coed,Cherrybrook ,-33.7199,151.0376
2177,Vincentia High School,Secondary School,Coed,Vincentia ,-35.0777,150.6628
2178,Quakers Hill High School,Secondary School,Coed,Quakers Hill,-33.7298,150.8965
2179,Nambucca Heads High School,Secondary School,Coed,Nambucca Heads,-30.6408,152.9846
2180,Wollumbin High School,Secondary School,Coed,Murwillumbah ,-28.3337,153.3625
2181,Oberon High School,Secondary School,Coed,Oberon ,-33.7017,149.8611
2182,Bradfield College,Secondary School,Coed,St Leonards,-33.8205,151.1885
2183,Saturday School of Community Languages,Other School,Coed,Darlinghurst,-33.8773,151.2122
2184,Belmore Boys High School,Secondary School,Boys,Belmore ,-33.9108,151.0856
2185,Canterbury Girls High School,Secondary School,Girls,Canterbury ,-33.9073,151.1226
2186,Granville Boys High School,Secondary School,Boys,Granville ,-33.8346,151.0088
2187,Georges River College Hurstville Boys Campus,Secondary School,Boys,Hurstville ,-33.9628,151.1098
2188,Hunter School of Performing Arts,Central/Community School,Coed,Broadmeadow ,-32.9248,151.7276
2189,Macarthur Girls High School,Secondary School,Girls,Parramatta,-33.8131,151.0125
2190,Northern Beaches Secondary College Mackellar Girls Campus,Secondary School,Girls,Manly Vale ,-33.7821,151.2724
2191,Ashfield Boys High School,Secondary School,Boys,Ashfield ,-33.8895,151.1292
2192,Dulwich High School of Visual Arts and Design,Secondary School,Coed,Dulwich Hill ,-33.904,151.1449
2193,Northern Beaches Secondary College Balgowlah Boys Campus,Secondary School,Boys,Balgowlah ,-33.7964,151.2546
2194,The Jannali High School,Secondary School,Coed,Jannali ,-34.0216,151.0619
2195,Birrong Girls High School,Secondary School,Girls,Birrong ,-33.8895,151.0257
2196,Georges River College Penshurst Girls Campus,Secondary School,Girls,Penshurst ,-33.9641,151.086
2197,St Marys Senior High School,Secondary School,Coed,St Marys,-33.7631,150.77
2198,Bulli High School,Secondary School,Coed,Bulli ,-34.3372,150.9211
2199,Callaghan College Jesmond Campus,Secondary School,Coed,Jesmond ,-32.901,151.6963
2200,James Cook Boys High School,Secondary School,Boys,Kogarah ,-33.9665,151.1371
2201,Epping Boys High School,Secondary School,Boys,Eastwood ,-33.7695,151.0996
2202,Wiley Park Girls High School,Secondary School,Girls,Punchbowl ,-33.9244,151.0665
2203,Arthur Phillip High School,Secondary School,Coed,Parramatta ,-33.8164,151.0074
2204,Cardiff High School,Secondary School,Coed,Cardiff ,-32.9514,151.6703
2205,Cumberland High School,Secondary School,Coed,Carlingford,-33.7852,151.0369
2206,Oak Flats High School,Secondary School,Coed,Oak Flats ,-34.5597,150.8341
2207,Riverstone High School,Secondary School,Coed,Riverstone,-33.6789,150.8757
2208,Rooty Hill High School,Secondary School,Coed,Rooty Hill,-33.7708,150.8382
2209,Toronto High School,Secondary School,Coed,Toronto,-33.0088,151.582
2210,Cammeraygal High School,Secondary School,Coed,Crows Nest,-33.8322,151.203
2211,The Ponds High School,Secondary School,Coed,The Ponds,-33.7053,150.9069
2212,Aurora College,Secondary School,Coed,Ryde,-33.8,151.1091
