,school_name,level_of_schooling,school_gender,suburb,latitude,longitude
1098,Como West Public School,Primary School,Coed,Como ,-34.0047,151.0605
1099,Hamilton North Public School,Primary School,Coed,Broadmeadow ,-32.9174,151.7342
1100,Marks Point Public School,Primary School,Coed,Marks Point ,-33.0575,151.6501
1101,Glen Alice Public School,Primary School,Coed,Glen Alice ,-33.0406,150.2147
1102,Argenton Public School,Primary School,Coed,Argenton ,-32.9385,151.6295
1103,Pagewood Public School,Primary School,Coed,Botany ,-33.9421,151.2142
1104,Narrabeen North Public School,Primary School,Coed,North Narrabeen,-33.6991,151.2981
1105,Lane Cove West Public School,Primary School,Coed,Lane Cove,-33.8099,151.152
1106,Taree West Public School,Primary School,Coed,Taree ,-31.9076,152.4445
1107,Palinyewah Public School,Primary School,Coed,Wentworth,-33.845,142.0127
1108,Grays Point Public School,Primary School,Coed,Grays Point ,-34.0587,151.0723
1109,Killara Public School,Primary School,Coed,Killara ,-33.7655,151.1484
1110,Castle Cove Public School,Primary School,Coed,Castle Cove ,-33.7834,151.202
1111,Albury North Public School,Primary School,Coed,Albury ,-36.0642,146.9324
1112,Kapooka Public School,Primary School,Coed,Kapooka ,-35.1515,147.297
1113,East Hills Public School,Primary School,Coed,Panania ,-33.958,150.992
1114,Curl Curl North Public School,Primary School,Coed,North Curl Curl ,-33.7646,151.2893
1115,Belmont North Public School,Primary School,Coed,Belmont ,-33.02,151.6713
1116,Cabramurra Public School,Primary School,Coed,Cabramurra ,-35.9316,148.379
1117,Seven Hills Public School,Primary School,Coed,Seven Hills,-33.77,150.9375
1118,Waratah West Public School,Primary School,Coed,Waratah West ,-32.898,151.7163
1119,Crown Street Public School,Primary School,Coed,Surry Hills ,-33.8823,151.2152
1120,Mount Hutton Public School,Primary School,Coed,Mount Hutton ,-32.9771,151.6686
1121,Gordon West Public School,Primary School,Coed,West Pymble,-33.7603,151.1392
1122,Beverly Hills North Public School,Primary School,Coed,Beverly Hills ,-33.9406,151.0748
1123,Finley Public School,Primary School,Coed,Finley ,-35.6394,145.575
1124,Maclean Public School,Primary School,Coed,Maclean ,-29.4572,153.2013
1125,Quirindi Public School,Primary School,Coed,Quirindi ,-31.4976,150.678
1126,Tempe Public School,Primary School,Coed,Tempe ,-33.9209,151.161
1127,Maitland Public School,Primary School,Coed,Maitland,-32.7355,151.5533
1128,Manly Village Public School,Primary School,Coed,Manly ,-33.7994,151.2876
1129,Marrickville West Public School,Primary School,Coed,Marrickville ,-33.9145,151.1451
1130,Marrickville Public School,Primary School,Coed,Marrickville ,-33.9067,151.1627
1131,Waverley Public School,Primary School,Coed,Waverley ,-33.8982,151.2515
1132,Wollongong Public School,Primary School,Coed,Wollongong,-34.4229,150.8967
1133,Beaumont Road Public School,Primary School,Coed,Killara ,-33.7743,151.1463
1134,Woolooware Public School,Primary School,Coed,Cronulla ,-34.0455,151.1462
1135,Padstow Heights Public School,Primary School,Coed,Padstow ,-33.9665,151.03
1136,Waniora Public School,Primary School,Coed,Bulli ,-34.3368,150.9191
1137,Figtree Public School,Primary School,Coed,Figtree,-34.4408,150.8544
1138,Blackalls Park Public School,Primary School,Coed,Blackalls Park ,-32.9984,151.5777
1139,Speers Point Public School,Primary School,Coed,Speers Point ,-32.9589,151.6216
1140,Collaroy Plateau Public School,Primary School,Coed,Collaroy Plateau ,-33.733,151.2934
1141,Beacon Hill Public School,Primary School,Coed,Beacon Hill ,-33.7516,151.2606
1142,Caringbah North Public School,Primary School,Coed,Caringbah ,-34.0366,151.1231
1143,Russell Vale Public School,Primary School,Coed,Russell Vale ,-34.3595,150.9068
1144,Farmborough Road Public School,Primary School,Coed,Unanderra ,-34.4603,150.8348
1145,Villawood East Public School,Primary School,Coed,Villawood ,-33.8902,150.986
1146,Bellambi Public School,Primary School,Coed,Bellambi ,-34.3712,150.9144
1147,Cabramatta West Public School,Primary School,Coed,Cabramatta ,-33.8975,150.923
1148,Chester Hill North Public School,Primary School,Coed,Chester Hill ,-33.8724,151.001
1149,Canley Heights Public School,Primary School,Coed,Canley Heights ,-33.8848,150.9226
1150,Balgowlah North Public School,Primary School,Coed,North Balgowlah,-33.7833,151.2465
1151,Gordon East Public School,Primary School,Coed,Gordon ,-33.7458,151.1562
1152,Yennora Public School,Primary School,Coed,Yennora ,-33.8668,150.971
1153,Katoomba North Public School,Primary School,Coed,Katoomba ,-33.6991,150.3151
1154,Biraban Public School,Primary School,Coed,Toronto ,-33.0084,151.5763
1155,Pendle Hill Public School,Primary School,Coed,Wentworthville,-33.8103,150.954
1156,Umina Beach Public School,Primary School,Coed,Umina Beach ,-33.5251,151.3141
1157,Fern Bay Public School,Primary School,Coed,Fern Bay ,-32.8717,151.7947
1158,Hilltop Road Public School,Primary School,Coed,Merrylands ,-33.8263,150.9733
1159,Richmond Public School,Primary School,Coed,Richmond ,-33.5989,150.7575
1160,Guildford West Public School,Primary School,Coed,Guildford West ,-33.8477,150.9665
1161,Jannali East Public School,Primary School,Coed,Jannali ,-34.0192,151.0723
1162,Warilla Public School,Primary School,Coed,Warilla ,-34.5572,150.8542
1163,Fairvale Public School,Primary School,Coed,Fairfield ,-33.8769,150.9407
1164,Lake Heights Public School,Primary School,Coed,Lake Heights,-34.4897,150.868
1165,Panania North Public School,Primary School,Coed,Panania ,-33.9445,150.9996
1166,Peakhurst West Public School,Primary School,Coed,Peakhurst ,-33.962,151.0494
1167,Chatham Public School,Primary School,Coed,Taree ,-31.8998,152.4822
1168,Mowbray Public School,Primary School,Coed,Lane Cove,-33.8039,151.1559
1169,Revesby South Public School,Primary School,Coed,Revesby ,-33.9605,151.0173
1170,Booragul Public School,Primary School,Coed,Booragul ,-32.9739,151.6115
1171,Gunnedah South Public School,Primary School,Coed,Gunnedah ,-30.992,150.2505
1172,Forestville Public School,Primary School,Coed,Forestville ,-33.7616,151.2128
1173,Glenroi Heights Public School,Primary School,Coed,Orange,-33.2972,149.1123
1174,Manly Vale Public School,Primary School,Coed,Manly Vale ,-33.7835,151.2598
1175,Coal Point Public School,Primary School,Coed,Coal Point ,-33.0408,151.6108
1176,Sylvania Heights Public School,Primary School,Coed,Sylvania,-34.0127,151.0974
1177,Griffith North Public School,Primary School,Coed,Griffith ,-34.2799,146.0479
1178,Dundas Public School,Primary School,Coed,Dundas,-33.8044,151.0364
1179,Eleebana Public School,Primary School,Coed,Eleebana ,-32.9905,151.6426
1180,Cringila Public School,Primary School,Coed,Cringila ,-34.472,150.8699
1181,Epping Heights Public School,Primary School,Coed,Epping ,-33.7627,151.0741
1182,Eastwood Heights Public School,Primary School,Coed,Eastwood,-33.7819,151.0955
1183,Lindsay Park Public School,Primary School,Coed,Wollongong ,-34.43,150.8609
1184,Mount Kuring-gai Public School,Primary School,Coed,Mount Kuring-Gai ,-33.6575,151.1356
1185,Point Clare Public School,Primary School,Coed,Point Clare ,-33.4435,151.3277
1186,Penshurst West Public School,Primary School,Coed,Mortdale ,-33.9621,151.0722
1187,Kingscliff Public School,Primary School,Coed,Kingscliff,-28.2594,153.5795
1188,Oxley Park Public School,Primary School,Coed,St Marys ,-33.7715,150.7889
1189,Rooty Hill Public School,Primary School,Coed,Rooty Hill ,-33.7693,150.8404
1190,Birrong Public School,Primary School,Coed,Birrong ,-33.8956,151.0201
1191,Leumeah Public School,Primary School,Coed,Leumeah ,-34.0494,150.8404
1192,Wattawa Heights Public School,Primary School,Coed,Bankstown ,-33.9149,151.0121
1193,Cambridge Park Public School,Primary School,Coed,Cambridge Park ,-33.747,150.7259
1194,Blacktown North Public School,Primary School,Coed,Blacktown ,-33.7588,150.9131
1195,Macquarie Fields Public School,Primary School,Coed,Macquarie Fields ,-33.9953,150.8825
1196,Villawood North Public School,Primary School,Coed,Fairfield East,-33.8771,150.9725
1197,Windsor South Public School,Primary School,Coed,South Windsor,-33.6182,150.804
1198,Matraville Soldiers Settlement Public School,Primary School,Coed,Matraville ,-33.958,151.24
1199,Oatlands Public School,Primary School,Coed,Oatlands ,-33.8001,151.0235
1200,Kirrawee Public School,Primary School,Coed,Kirrawee ,-34.0335,151.0775
1201,Illawong Public School,Primary School,Coed,Illawong ,-33.9991,151.0427
1202,Kemblawarra Public School,Primary School,Coed,Port Kembla ,-34.4893,150.8932
1203,Lilli Pilli Public School,Primary School,Coed,Lilli Pilli ,-34.0666,151.1184
1204,Lismore Heights Public School,Primary School,Coed,Lismore Heights ,-28.807,153.3006
1205,Padstow North Public School,Primary School,Coed,Padstow,-33.9453,151.0314
1206,Middleton Public School,Primary School,Coed,Parkes ,-33.1478,148.1731
1207,Hannans Road Public School,Primary School,Coed,Riverwood ,-33.9453,151.0576
1208,Mount Ousley Public School,Primary School,Coed,Fairy Meadow,-34.3989,150.8882
1209,Tuggerawong Public School,Primary School,Coed,Tuggerawong ,-33.2798,151.4856
1210,Forbes North Public School,Primary School,Coed,Forbes ,-33.3699,148.001
1211,Murwillumbah East Public School,Primary School,Coed,Murwillumbah ,-28.3209,153.4053
1212,Telopea Public School,Primary School,Coed,Telopea,-33.797,151.0436
1213,Nowra Hill Public School,Primary School,Coed,Nowra ,-34.9354,150.5662
1214,Central Mangrove Public School,Primary School,Coed,Central Mangrove,-33.2956,151.2444
1215,Tweed Heads South Public School,Primary School,Coed,Tweed Heads South ,-28.1953,153.539
1216,Deniliquin South Public School,Primary School,Coed,Deniliquin ,-35.5376,144.9558
1217,Mingoola Public School,Primary School,Coed,Mingoola,-29.0051,151.5426
1218,Blacktown West Public School,Primary School,Coed,Blacktown ,-33.7704,150.8931
1219,Warnervale Public School,Primary School,Coed,Hamlyn Terrace,-33.2518,151.4692
1220,Moree East Public School,Primary School,Coed,Moree ,-29.477,149.8402
1221,Albion Park Rail Public School,Primary School,Coed,Albion Park ,-34.5676,150.7987
1222,Miranda North Public School,Primary School,Coed,Miranda ,-34.032,151.1127
1223,Rydalmere East Public School,Primary School,Coed,Ermington ,-33.8171,151.0582
1224,Yowie Bay Public School,Primary School,Coed,Yowie Bay ,-34.0482,151.1028
1225,Ermington West Public School,Primary School,Coed,Ermington ,-33.8059,151.0584
1226,Campbelltown North Public School,Primary School,Coed,Campbelltown ,-34.0612,150.8266
1227,Queanbeyan West Public School,Primary School,Coed,Queanbeyan ,-35.3484,149.2157
1228,Heaton Public School,Primary School,Coed,Jesmond ,-32.8997,151.6951
1229,Young North Public School,Primary School,Coed,Young ,-34.311,148.3054
1230,Arcadia Vale Public School,Primary School,Coed,Arcadia Vale,-33.0602,151.582
1231,Garden Suburb Public School,Primary School,Coed,Garden Suburb ,-32.9479,151.6823
1232,Penrith South Public School,Primary School,Coed,Penrith,-33.7639,150.7006
1233,Bankstown West Public School,Primary School,Coed,Bankstown,-33.9155,151.0196
1234,Turvey Park Public School,Primary School,Coed,Wagga Wagga ,-35.1291,147.3575
1235,Erskineville Public School,Primary School,Coed,Erskineville ,-33.9009,151.1861
1236,Castlereagh Public School,Primary School,Coed,Castlereagh ,-33.667,150.676
1237,North Haven Public School,Primary School,Coed,North Haven ,-31.6338,152.8198
1238,Tower Street Public School,Primary School,Coed,Panania ,-33.9564,151.0074
1239,Edgeworth Heights Public School,Primary School,Coed,Edgeworth ,-32.9244,151.6092
1240,Yates Avenue Public School,Primary School,Coed,Dundas Valley,-33.7956,151.0584
1241,Kent Road Public School,Primary School,Coed,Eastwood ,-33.7874,151.1089
1242,Liverpool West Public School,Primary School,Coed,Liverpool ,-33.9271,150.9077
1243,Seven Hills West Public School,Primary School,Coed,Seven Hills ,-33.766,150.9216
1244,Elermore Vale Public School,Primary School,Coed,Wallsend ,-32.9156,151.6668
1245,Truscott Street Public School,Primary School,Coed,North Ryde ,-33.7941,151.1309
1246,Epping North Public School,Primary School,Coed,North Epping ,-33.7576,151.0954
1247,Marayong Public School,Primary School,Coed,Blacktown ,-33.7566,150.8953
1248,Lavington East Public School,Primary School,Coed,Lavington,-36.0393,146.9489
1249,Kooringal Public School,Primary School,Coed,Wagga Wagga ,-35.1488,147.3732
1250,Albert Park Public School,Primary School,Coed,East Lismore ,-28.8216,153.2725
1251,Berkeley West Public School,Primary School,Coed,Berkeley ,-34.4755,150.841
1252,Budgewoi Public School,Primary School,Coed,Budgewoi,-33.2257,151.5493
1253,Lennox Head Public School,Primary School,Coed,Lennox Head,-28.7944,153.5907
1254,Valentine Public School,Primary School,Coed,Valentine ,-33.0091,151.6425
1255,Black Springs Public School,Primary School,Coed,Black Springs,-33.8457,149.742
1256,Lalor Park Public School,Primary School,Coed,Lalor Park ,-33.7605,150.9312
1257,Bert Oldfield Public School,Primary School,Coed,Seven Hills,-33.7775,150.9245
1258,Blacktown South Public School,Primary School,Coed,Blacktown ,-33.7802,150.9052
1259,Charlestown East Public School,Primary School,Coed,Charlestown ,-32.9712,151.7047
1260,Warrimoo Public School,Primary School,Coed,Warrimoo ,-33.7281,150.6002
1261,Kempsey South Public School,Primary School,Coed,Kempsey ,-31.095,152.8299
1262,Blacksmiths Public School,Primary School,Coed,Blacksmiths,-33.0713,151.654
1263,Casula Public School,Primary School,Coed,Casula ,-33.9442,150.9092
1264,Elanora Heights Public School,Primary School,Coed,Elanora Heights ,-33.7037,151.2847
1265,Allambie Heights Public School,Primary School,Coed,Allambie Heights ,-33.7662,151.2492
1266,Kotara South Public School,Primary School,Coed,Kotara,-32.9465,151.6943
1267,Parkes East Public School,Primary School,Coed,Parkes ,-33.1361,148.1902
1268,St Marys North Public School,Primary School,Coed,North St Marys,-33.7562,150.7826
1269,Biddabah Public School,Primary School,Coed,Warners Bay ,-32.9661,151.6418
1270,Glendale East Public School,Primary School,Coed,Glendale ,-32.9276,151.6544
1271,Fennell Bay Public School,Primary School,Coed,Fennell Bay ,-32.9917,151.6019
1272,Temora West Public School,Primary School,Coed,Temora ,-34.4513,147.5235
1273,Mount Pritchard East Public School,Primary School,Coed,Mount Pritchard ,-33.9051,150.912
1274,Quakers Hill East Public School,Primary School,Coed,Acacia Gardens ,-33.7325,150.9144
1275,Narrandera East Infants School,Infants School,Coed,Narrandera ,-34.7503,146.5658
1276,Mount Austin Public School,Primary School,Coed,Mount Austin ,-35.1356,147.3512
1277,Banksia Road Public School,Primary School,Coed,Greenacre ,-33.9069,151.0501
1278,Gosford East Public School,Primary School,Coed,East Gosford,-33.4376,151.3489
1279,Loftus Public School,Primary School,Coed,Loftus ,-34.047,151.0489
1280,Darcy Road Public School,Primary School,Coed,Wentworthville,-33.802,150.966
1281,Tulloona Public School,Primary School,Coed,Tulloona,-28.8689,150.1013
1282,Bullarah Public School,Primary School,Coed,Bullarah,-29.4709,149.2289
1283,Laguna Street Public School,Primary School,Coed,Caringbah ,-34.0463,151.1129
1284,Morgan Street Public School,Primary School,Coed,Broken Hill ,-31.9415,141.4608
1285,Railway Town Public School,Primary School,Coed,Broken Hill ,-31.9706,141.44
1286,Cromer Public School,Primary School,Coed,Cromer ,-33.738,151.2747
1287,Illaroo Road Public School,Primary School,Coed,North Nowra,-34.8591,150.59
1288,Vardys Road Public School,Primary School,Coed,Seven Hills ,-33.7571,150.9428
1289,Wheeler Heights Public School,Primary School,Coed,Collaroy Plateau ,-33.7278,151.2848
1290,Randwick Public School,Primary School,Coed,Randwick ,-33.9106,151.2417
1291,Nowra East Public School,Primary School,Coed,Nowra East ,-34.8824,150.6077
1292,Ryde East Public School,Primary School,Coed,North Ryde ,-33.8071,151.1259
1293,Lynwood Park Public School,Primary School,Coed,Blacktown,-33.7544,150.9264
1294,Burraneer Bay Public School,Primary School,Coed,Cronulla ,-34.051,151.1328
1295,Mallawa Public School,Primary School,Coed,Moree ,-29.6455,149.4392
1296,Tarro Public School,Primary School,Coed,Tarro ,-32.8106,151.6647
1297,Lakelands Public School,Primary School,Coed,Dapto ,-34.505,150.7956
1298,Griffith East Public School,Primary School,Coed,Griffith ,-34.2861,146.0618
1299,Khancoban Public School,Primary School,Coed,Khancoban ,-36.2141,148.1311
1300,Hornsby Heights Public School,Primary School,Coed,Hornsby ,-33.6701,151.098
1301,Normanhurst West Public School,Primary School,Coed,Thornleigh ,-33.7211,151.0884
1302,Thornleigh West Public School,Primary School,Coed,Thornleigh ,-33.7239,151.0722
1303,Campbelltown East Public School,Primary School,Coed,Campbelltown ,-34.0723,150.8318
1304,Marsden Road Public School,Primary School,Coed,Liverpool ,-33.9165,150.9128
1305,St Marys South Public School,Primary School,Coed,St Marys ,-33.7801,150.7764
1306,Deniliquin North Public School,Primary School,Coed,Deniliquin ,-35.5252,144.9817
1307,Marayong Heights Public School,Primary School,Coed,Marayong,-33.7427,150.8964
1308,West Pymble Public School,Primary School,Coed,West Pymble ,-33.7639,151.1244
1309,Bennett Road Public School,Primary School,Coed,Colyton ,-33.7835,150.7925
1310,Camden South Public School,Primary School,Coed,Camden ,-34.0697,150.6956
1311,Holsworthy Public School,Primary School,Coed,Holsworthy,-33.9563,150.9534
1312,Lurnea Public School,Primary School,Coed,Lurnea ,-33.9321,150.8919
1313,Mount Druitt Public School,Primary School,Coed,Mount Druitt ,-33.764,150.8125
1314,Balarang Public School,Primary School,Coed,Oak Flats ,-34.5598,150.8311
1315,Engadine West Public School,Primary School,Coed,Engadine ,-34.0595,151.0026
1316,St Ives North Public School,Primary School,Coed,St Ives ,-33.7187,151.1636
1317,Roselea Public School,Primary School,Coed,Carlingford ,-33.7653,151.0525
1318,Woonona East Public School,Primary School,Coed,Woonona,-34.3523,150.9155
1319,Yarrawarrah Public School,Primary School,Coed,Engadine ,-34.0566,151.0261
1320,Chifley Public School,Primary School,Coed,Malabar,-33.9658,151.2422
1321,Weilmoringle Public School,Primary School,Coed,Weilmoringle ,-29.2388,146.9181
1322,Walters Road Public School,Primary School,Coed,Blacktown ,-33.7848,150.8922
1323,Bardia Public School,Primary School,Coed,Bardia,-33.9753,150.8579
1324,Ringrose Public School,Primary School,Coed,Greystanes ,-33.8202,150.9594
1325,Blaxland East Public School,Primary School,Coed,Blaxland East,-33.7469,150.6236
1326,Harrington Street Public School,Primary School,Coed,Cabramatta West,-33.8886,150.9087
1327,Mannering Park Public School,Primary School,Coed,Mannering Park ,-33.1508,151.5368
1328,Hillsborough Public School,Primary School,Coed,Charlestown ,-32.96,151.68
1329,Sadleir Public School,Primary School,Coed,Sadleir ,-33.9158,150.891
1330,Gwandalan Public School,Primary School,Coed,Gwandalan ,-33.1355,151.5824
1331,Peakhurst South Public School,Primary School,Coed,Peakhurst Heights,-33.9729,151.056
1332,Charlestown South Public School,Primary School,Coed,Charlestown ,-32.9677,151.6882
1333,Marayong South Public School,Primary School,Coed,Blacktown ,-33.7601,150.8852
1334,Sherwood Grange Public School,Primary School,Coed,Merrylands ,-33.8368,150.9601
1335,Woy Woy South Public School,Primary School,Coed,Woy Woy ,-33.5036,151.3214
1336,St Ives Public School,Primary School,Coed,St Ives ,-33.7382,151.1665
1337,Warilla North Public School,Primary School,Coed,Warilla ,-34.5466,150.8528
1338,Heckenberg Public School,Primary School,Coed,Heckenberg,-33.9088,150.8905
1339,Busby Public School,Primary School,Coed,Busby ,-33.9116,150.8813
1340,Miller Public School,Primary School,Coed,Miller ,-33.9215,150.8769
1341,Kingswood South Public School,Primary School,Coed,Kingswood ,-33.7693,150.7119
1342,Picnic Point Public School,Primary School,Coed,Picnic Point ,-33.9691,151.0102
1343,Ashcroft Public School,Primary School,Coed,Ashcroft,-33.9164,150.8984
1344,Kingswood Park Public School,Primary School,Coed,Penrith,-33.7412,150.7115
1345,Coleambally Central School,Central/Community School,Coed,Coleambally,-34.8042,145.8844
1346,Faulconbridge Public School,Primary School,Coed,Faulconbridge ,-33.691,150.5447
1347,Smithfield West Public School,Primary School,Coed,Wetherill Park,-33.8576,150.9179
1348,Pleasant Heights Public School,Primary School,Coed,Mount Pleasant ,-34.3962,150.8733
1349,Bilgola Plateau Public School,Primary School,Coed,Bilgola Plateau ,-33.644,151.3134
1350,Cartwright Public School,Primary School,Coed,Cartwright,-33.9253,150.8909
1351,Toongabbie West Public School,Primary School,Coed,Toongabbie ,-33.7926,150.9572
1352,Hornsby North Public School,Primary School,Coed,Hornsby ,-33.6826,151.0989
1353,Toongabbie East Public School,Primary School,Coed,Constitution Hill,-33.7973,150.9803
1354,Caves Beach Public School,Primary School,Coed,Caves Beach,-33.1032,151.6382
1355,Wakehurst Public School,Primary School,Coed,Belrose ,-33.7385,151.2181
1356,Lewisham Public School,Primary School,Coed,Lewisham,-33.8977,151.1461
1357,Belair Public School,Primary School,Coed,Adamstown,-32.9462,151.7118
1358,Queanbeyan East Public School,Primary School,Coed,Queanbeyan ,-35.3454,149.2461
1359,Irrawang Public School,Primary School,Coed,Raymond Terrace ,-32.7586,151.7568
1360,Talbingo Public School,Primary School,Coed,Talbingo ,-35.58,148.3005
1361,Ashmont Public School,Primary School,Coed,Wagga Wagga ,-35.1245,147.3328
1362,Baulkham Hills North Public School,Primary School,Coed,Baulkham Hills ,-33.7519,151.0
1363,Whalan Public School,Primary School,Coed,Whalan ,-33.7529,150.8097
1364,Floraville Public School,Primary School,Coed,Belmont,-33.0142,151.6638
1365,Calare Public School,Primary School,Coed,Orange,-33.2869,149.0794
1366,Shelley Public School,Primary School,Coed,Blacktown ,-33.7892,150.9179
1367,Jasper Road Public School,Primary School,Coed,Baulkham Hills ,-33.7613,150.9823
1368,E A Southee Public School,Primary School,Coed,Cootamundra,-34.6418,148.0149
1369,Killarney Heights Public School,Primary School,Coed,Killarney Heights ,-33.7749,151.2162
1370,Gymea North Public School,Primary School,Coed,Gymea ,-34.0265,151.0883
1371,Lansvale East Public School,Primary School,Coed,Cabramatta,-33.898,150.9641
1372,Carlingford West Public School,Primary School,Coed,Carlingford ,-33.7824,151.0372
1373,Queanbeyan South Public School,Primary School,Coed,Queanbeyan ,-35.3655,149.2282
1374,Mount Warrigal Public School,Primary School,Coed,Warilla ,-34.5538,150.8446
1375,Busby West Public School,Primary School,Coed,Green Valley ,-33.9061,150.8745
1376,Wyoming Public School,Primary School,Coed,Wyoming ,-33.4082,151.3558
1377,Chertsey Primary School,Primary School,Coed,Springfield ,-33.4299,151.3693
1378,Hayes Park Public School,Primary School,Coed,Kanahooka,-34.4916,150.8163
1379,St Ives Park Public School,Primary School,Coed,St Ives ,-33.7241,151.1788
1380,Murray Farm Public School,Primary School,Coed,Carlingford ,-33.7661,151.0402
1381,Tregear Public School,Primary School,Coed,Tregear,-33.7459,150.7943
1382,Bradbury Public School,Primary School,Coed,Bradbury ,-34.086,150.8127
1383,Narranga Public School,Primary School,Coed,Coffs Harbour ,-30.2922,153.1047
1384,Beresford Road Public School,Primary School,Coed,Greystanes ,-33.8149,150.9429
1385,Bradfordville Public School,Primary School,Coed,Goulburn,-34.723,149.7399
1386,Hume Public School,Primary School,Coed,Lavington ,-36.0504,146.9473
1387,Lethbridge Park Public School,Primary School,Coed,Lethbridge Park,-33.738,150.8001
1388,Koonawarra Public School,Primary School,Coed,Dapto ,-34.5012,150.8079
1389,Tolland Public School,Primary School,Coed,Wagga Wagga ,-35.1464,147.3476
1390,Westport Public School,Primary School,Coed,Port Macquarie ,-31.4373,152.893
1391,Parkview Public School,Primary School,Coed,Leeton ,-34.5618,146.3958
1392,Merewether Heights Public School,Primary School,Coed,Merewether Heights ,-32.9467,151.7375
1393,Winston Hills Public School,Primary School,Coed,Winston Hills ,-33.7735,150.9811
1394,Edward Public School,Primary School,Coed,Deniliquin,-35.5244,144.9506
1395,Nuwarra Public School,Primary School,Coed,Moorebank ,-33.9332,150.9515
1396,Gillwinga Public School,Primary School,Coed,South Grafton,-29.7244,152.9338
1397,Emerton Public School,Primary School,Coed,Emerton ,-33.7447,150.8055
1398,Mount Brown Public School,Primary School,Coed,Dapto ,-34.5159,150.7848
1399,Lapstone Public School,Primary School,Coed,Glenbrook ,-33.7721,150.6313
1400,Killarney Vale Public School,Primary School,Coed,Killarney Vale ,-33.3652,151.4561
1401,Niagara Park Public School,Primary School,Coed,Niagara Park ,-33.3841,151.3511
1402,Southern Cross School,Central/Community School,Coed,East Ballina,-28.8511,153.5857
1403,Marton Public School,Primary School,Coed,Engadine ,-34.0465,151.0242
1404,Mimosa Public School,Primary School,Coed,Frenchs Forest ,-33.7433,151.2059
1405,Wideview Public School,Primary School,Coed,Berowra Heights,-33.6085,151.1415
1406,Mount Riverview Public School,Primary School,Coed,Mount Riverview,-33.7295,150.6326
1407,Winmalee Public School,Primary School,Coed,Winmalee,-33.6703,150.6108
1408,Hillvue Public School,Primary School,Coed,Tamworth ,-31.1144,150.9007
1409,Wollondilly Public School,Primary School,Coed,Goulburn ,-34.743,149.7109
1410,Cherrybrook Public School,Primary School,Coed,Cherrybrook ,-33.7313,151.0421
1411,Crestwood Public School,Primary School,Coed,Baulkham Hills ,-33.7491,150.9722
1412,Emu Heights Public School,Primary School,Coed,Emu Plains ,-33.7367,150.6488
1413,Metella Road Public School,Primary School,Coed,Toongabbie ,-33.794,150.9348
1414,Dawson Public School,Primary School,Coed,Dharruk ,-33.7454,150.816
1415,Hebersham Public School,Primary School,Coed,Hebersham ,-33.7481,150.8259
1416,Madang Avenue Public School,Primary School,Coed,Whalan,-33.76,150.8048
1417,Berinba Public School,Primary School,Coed,Yass ,-34.8491,148.919
1418,Hobartville Public School,Primary School,Coed,Hobartville ,-33.6036,150.7423
1419,Blackett Public School,Primary School,Coed,Blackett ,-33.7396,150.8159
1420,Marra Creek Public School,Primary School,Coed,Nyngan,-30.8789,147.3745
1421,Franklin Public School,Primary School,Coed,Tumut ,-35.3151,148.2305
1422,Sturt Public School,Primary School,Coed,Kooringal,-35.1361,147.3774
1423,Briar Road Public School,Primary School,Coed,Campbelltown,-34.0891,150.8277
1424,Woodberry Public School,Primary School,Coed,Woodberry ,-32.7922,151.6705
1425,Curran Public School,Primary School,Coed,Macquarie Fields ,-33.9931,150.8994
1426,Guise Public School,Primary School,Coed,Macquarie Fields ,-33.9874,150.8969
1427,Figtree Heights Public School,Primary School,Coed,Figtree ,-34.4315,150.8555
1428,Flinders Public School,Primary School,Coed,Flinders ,-34.5822,150.8502
1429,Sanctuary Point Public School,Primary School,Coed,Sanctuary Point ,-35.1048,150.6286
1430,Mawarra Public School,Primary School,Coed,Camden,-34.0612,150.7122
1431,King Park Public School,Primary School,Coed,St Johns Park ,-33.8791,150.9107
1432,Glenroy Public School,Primary School,Coed,North Albury,-36.0546,146.9173
1433,Jewells Primary School,Primary School,Coed,Jewells ,-33.0157,151.6875
1434,Willmot Public School,Primary School,Coed,Willmot,-33.7257,150.7944
1435,Winston Heights Public School,Primary School,Coed,Winston Hills ,-33.7748,150.9679
1436,Werrington Public School,Primary School,Coed,Werrington ,-33.7551,150.7453
1437,Widemere Public School,Primary School,Coed,Greystanes ,-33.8342,150.9399
1438,Leonay Public School,Primary School,Coed,Emu Plains ,-33.7643,150.6505
1439,Shalvey Public School,Primary School,Coed,Shalvey,-33.7266,150.8094
1440,Newling Public School,Primary School,Coed,Armidale ,-30.5229,151.6772
1441,John Warby Public School,Primary School,Coed,Airds ,-34.0822,150.8344
1442,Bidwill Public School,Primary School,Coed,Bidwill,-33.7335,150.8259
1443,St Andrews Public School,Primary School,Coed,St Andrews,-34.0225,150.8314
1444,York Public School,Primary School,Coed,South Penrith,-33.7771,150.6981
1445,Grose View Public School,Primary School,Coed,Grose Vale ,-33.5945,150.6649
1446,Cambridge Gardens Public School,Primary School,Coed,Cambridge Park ,-33.7372,150.722
1447,Culburra Public School,Primary School,Coed,Culburra Beach ,-34.9332,150.7623
1448,Singleton Heights Public School,Primary School,Coed,Singleton Heights,-32.5492,151.164
1449,Kareela Public School,Primary School,Coed,Kareela,-34.0129,151.082
1450,Ruse Public School,Primary School,Coed,Ruse ,-34.0669,150.8416
1451,Campbellfield Public School,Primary School,Coed,Minto ,-34.0377,150.8474
