Suburb,Date,Number of Sales,Price
WOOLLOOMOOLOO (2011) (House),Oct '17 - Sep '18,9  ,138000000  
YENNORA (2161) (House),Oct '17 - Sep '18,10  ,818000  
ALLAMBIE HEIGHTS (2100) (House),Oct '17 - Sep '18,61  ,165000000  
ANNANGROVE (2156) (House),Oct '17 - Sep '18,14  ,217000000  
ASHCROFT (2168) (House),Oct '17 - Sep '18,25  ,645000  
AVALON BEACH (2107) (House),Oct '17 - Sep '18,148  ,181000000  
BANKSTOWN (2200) (House),Oct '17 - Sep '18,97  ,1000000  
BELLA VISTA (2153) (House),Oct '17 - Sep '18,62  ,161000000  
BONDI (2026) (House),Oct '17 - Sep '18,40  ,262000000  
CABRAMATTA (2166) (House),Oct '17 - Sep '18,61  ,811000  
CHATSWOOD (2067) (House),Oct '17 - Sep '18,103  ,226000000  
CRONULLA (2230) (House),Oct '17 - Sep '18,67  ,22000000  
DOUBLE BAY (2028) (House),Oct '17 - Sep '18,10  ,556000000  
EASTERN CREEK (2766) (House),Oct '17 - Sep '18,14  ,695000  
FAIRFIELD (2165) (House),Oct '17 - Sep '18,85  ,835000  
GLEBE (2037) (House),Oct '17 - Sep '18,56  ,163000000  
GYMEA (2227) (House),Oct '17 - Sep '18,59  ,126000000  
KINGSFORD (2032) (House),Oct '17 - Sep '18,65  ,215000000  
LAKEMBA (2195) (House),Oct '17 - Sep '18,34  ,950000  
MACQUARIE PARK (2113) (House),Oct '17 - Sep '18,0  ,
MASCOT (2020) (House),Oct '17 - Sep '18,64  ,141000000  
MINTO (2566) (House),Oct '17 - Sep '18,130  ,652000  
NARRABEEN (2101) (House),Oct '17 - Sep '18,22  ,234000000  
NORTH SYDNEY (2060) (House),Oct '17 - Sep '18,25  ,24000000  
PAGEWOOD (2035) (House),Oct '17 - Sep '18,30  ,173000000  
POINT PIPER (2027) (House),Oct '17 - Sep '18,7  ,30000000  
QUAKERS HILL (2763) (House),Oct '17 - Sep '18,261  ,772000  
REVESBY (2212) (House),Oct '17 - Sep '18,144  ,104000000  
ROSEBERY (2018) (House),Oct '17 - Sep '18,39  ,167000000  
RYDE (2112) (House),Oct '17 - Sep '18,158  ,164000000  
ST IVES (2075) (House),Oct '17 - Sep '18,171  ,195000000  
SURRY HILLS (2010) (House),Oct '17 - Sep '18,72  ,18000000  
TAMARAMA (2026) (House),Oct '17 - Sep '18,9  ,579000000  
ULTIMO (2007) (House),Oct '17 - Sep '18,5  ,152000000  
WARWICK FARM (2170) (House),Oct '17 - Sep '18,7  ,675000  
WILLOUGHBY (2068) (House),Oct '17 - Sep '18,71  ,215000000  
WOOLOOWARE (2230) (House),Oct '17 - Sep '18,33  ,182000000  
YOWIE BAY (2228) (House),Oct '17 - Sep '18,35  ,165000000  
ALLAWAH (2218) (House),Oct '17 - Sep '18,11  ,13000000  
ARCADIA (2159) (House),Oct '17 - Sep '18,8  ,191000000  
ASHFIELD (2131) (House),Oct '17 - Sep '18,78  ,15000000  
BADGERYS CREEK (2555) (House),Oct '17 - Sep '18,1  ,33000000  
BARANGAROO (2000) (House),Oct '17 - Sep '18,0  ,
BELLEVUE HILL (2023) (House),Oct '17 - Sep '18,91  ,61000000  
BONDI BEACH (2026) (House),Oct '17 - Sep '18,51  ,301000000  
CAMDEN (2570) (House),Oct '17 - Sep '18,41  ,712000  
CHIFLEY (2036) (House),Oct '17 - Sep '18,21  ,171000000  
CROWS NEST (2065) (House),Oct '17 - Sep '18,32  ,221000000  
DOVER HEIGHTS (2030) (House),Oct '17 - Sep '18,49  ,388000000  
EASTGARDENS (2036) (House),Oct '17 - Sep '18,8  ,152000000  
FIVE DOCK (2046) (House),Oct '17 - Sep '18,56  ,172000000  
GLENHAVEN (2156) (House),Oct '17 - Sep '18,71  ,164000000  
ILLAWONG (2234) (House),Oct '17 - Sep '18,57  ,135000000  
KINGSGROVE (2208) (House),Oct '17 - Sep '18,103  ,125000000  
LANE COVE (2066) (House),Oct '17 - Sep '18,61  ,22000000  
MALABAR (2036) (House),Oct '17 - Sep '18,24  ,229000000  
MATRAVILLE (2036) (House),Oct '17 - Sep '18,64  ,176000000  
MIRANDA (2228) (House),Oct '17 - Sep '18,119  ,13000000  
NEUTRAL BAY (2089) (House),Oct '17 - Sep '18,36  ,241000000  
OATLEY (2223) (House),Oct '17 - Sep '18,72  ,178000000  
PARRAMATTA (2150) (House),Oct '17 - Sep '18,22  ,117000000  
POTTS POINT (2011) (House),Oct '17 - Sep '18,2  ,236000000  
QUEENS PARK (2022) (House),Oct '17 - Sep '18,37  ,291000000  
RIVERVIEW (2066) (House),Oct '17 - Sep '18,48  ,238000000  
ROSEVILLE (2069) (House),Oct '17 - Sep '18,79  ,275000000  
SANS SOUCI (2219) (House),Oct '17 - Sep '18,79  ,149000000  
ST MARYS (2760) (House),Oct '17 - Sep '18,118  ,640000  
SUTHERLAND (2232) (House),Oct '17 - Sep '18,46  ,108000000  
TAREN POINT (2229) (House),Oct '17 - Sep '18,11  ,182000000  
VAUCLUSE (2030) (House),Oct '17 - Sep '18,106  ,515000000  
WATERLOO (2017) (House),Oct '17 - Sep '18,9  ,12000000  
WINDSOR (2756) (House),Oct '17 - Sep '18,19  ,645000  
WINDSOR (2756) (House),Oct '17 - Sep '18,19  ,645000  
ZETLAND (2017) (House),Oct '17 - Sep '18,9  ,195000000  
AMBARVALE (2560) (House),Oct '17 - Sep '18,71  ,582000  
ARNCLIFFE (2205) (House),Oct '17 - Sep '18,48  ,125000000  
ABBOTSBURY (2176) (House),Oct '18 - Sep '19,24  ,842000  
ARNDELL PARK (2148) (House),Oct '18 - Sep '19,1  ,16000000  
ASQUITH (2077) (House),Oct '18 - Sep '19,34  ,117000000  
BALGOWLAH (2093) (House),Oct '18 - Sep '19,63  ,212000000  
BAULKHAM HILLS (2153) (House),Oct '18 - Sep '19,297  ,107000000  
BEXLEY (2207) (House),Oct '18 - Sep '19,88  ,1000000  
BRIGHTON-LE-SANDS (2216) (House),Oct '18 - Sep '19,30  ,129000000  
CANTERBURY (2193) (House),Oct '18 - Sep '19,23  ,124000000  
CLOVELLY (2031) (House),Oct '18 - Sep '19,46  ,262000000  
DACEYVILLE (2032) (House),Oct '18 - Sep '19,4  ,135000000  
DRUMMOYNE (2047) (House),Oct '18 - Sep '19,72  ,167000000  
EDGECLIFF (2027) (House),Oct '18 - Sep '19,11  ,25000000  
FORESTVILLE (2087) (House),Oct '18 - Sep '19,66  ,146000000  
FRESHWATER (2096) (House),Oct '18 - Sep '19,69  ,235000000  
JORDAN SPRINGS (NA) (House),Oct '18 - Sep '19,190  ,685000  
KOGARAH (2217) (House),Oct '18 - Sep '19,44  ,11000000  
LINDFIELD (2070) (House),Oct '18 - Sep '19,82  ,269000000  
MANLY (2095) (House),Oct '18 - Sep '19,70  ,29000000  
MENAI (2234) (House),Oct '18 - Sep '19,92  ,978000  
MONTEREY (2217) (House),Oct '18 - Sep '19,26  ,135000000  
NEWINGTON (2127) (House),Oct '18 - Sep '19,27  ,107000000  
OYSTER BAY (2225) (House),Oct '18 - Sep '19,78  ,12000000  
PENRITH (2750) (House),Oct '18 - Sep '19,92  ,628000  
PUNCHBOWL (2196) (House),Oct '18 - Sep '19,94  ,835000  
RAMSGATE (2217) (House),Oct '18 - Sep '19,14  ,132000000  
RIVERWOOD (2210) (House),Oct '18 - Sep '19,53  ,878000  
ROSEHILL (2142) (House),Oct '18 - Sep '19,4  ,117000000  
SEVEN HILLS (2147) (House),Oct '18 - Sep '19,188  ,696000  
ST PETERS (2044) (House),Oct '18 - Sep '19,39  ,121000000  
SYDENHAM (2044) (House),Oct '18 - Sep '19,7  ,103000000  
TEMPE (2044) (House),Oct '18 - Sep '19,38  ,111000000  
VILLAWOOD (2163) (House),Oct '18 - Sep '19,36  ,675000  
WATSONS BAY (2030) (House),Oct '18 - Sep '19,5  ,10000000  
WOLLI CREEK (2205) (House),Oct '18 - Sep '19,1  ,275000000  
WOOLWICH (2110) (House),Oct '18 - Sep '19,8  ,457000000  
ALEXANDRIA (2015) (House),Oct '18 - Sep '19,74  ,149000000  
ANGUS (2765) (House),Oct '18 - Sep '19,5  ,430000  
ARTARMON (2064) (House),Oct '18 - Sep '19,26  ,254000000  
AUBURN (2144) (House),Oct '18 - Sep '19,129  ,825000  
BALMAIN EAST (2041) (House),Oct '18 - Sep '19,17  ,295000000  
BEACON HILL (2100) (House),Oct '18 - Sep '19,62  ,136000000  
BIRCHGROVE (2041) (House),Oct '18 - Sep '19,36  ,185000000  
BONDI JUNCTION (2022) (House),Oct '18 - Sep '19,71  ,212000000  
CARSS PARK (2221) (House),Oct '18 - Sep '19,13  ,126000000  
COLLAROY (2097) (House),Oct '18 - Sep '19,42  ,225000000  
DARLINGHURST (2010) (House),Oct '18 - Sep '19,62  ,185000000  
DULWICH HILL (2203) (House),Oct '18 - Sep '19,78  ,149000000  
ENMORE (2042) (House),Oct '18 - Sep '19,40  ,135000000  
FRENCHS FOREST (2086) (House),Oct '18 - Sep '19,145  ,138000000  
GREENACRE (2190) (House),Oct '18 - Sep '19,191  ,883000  
KELLYVILLE (2155) (House),Oct '18 - Sep '19,300  ,11000000  
KURNELL (2231) (House),Oct '18 - Sep '19,25  ,119000000  
LIVERPOOL (2170) (House),Oct '18 - Sep '19,75  ,712000  
MAROUBRA (2035) (House),Oct '18 - Sep '19,167  ,181000000  
MILLERS POINT (2000) (House),Oct '18 - Sep '19,9  ,23000000  
MOORE PARK (2021) (House),Oct '18 - Sep '19,0  ,
NEWPORT (2106) (House),Oct '18 - Sep '19,86  ,17000000  
PADDINGTON (2021) (House),Oct '18 - Sep '19,190  ,216000000  
PENSHURST (2222) (House),Oct '18 - Sep '19,44  ,112000000  
PYMBLE (2073) (House),Oct '18 - Sep '19,108  ,239000000  
RANDWICK (2031) (House),Oct '18 - Sep '19,98  ,236000000  
ROCKDALE (2216) (House),Oct '18 - Sep '19,34  ,106000000  
ROUSE HILL (2155) (House),Oct '18 - Sep '19,122  ,905000  
SILVERWATER (2128) (House),Oct '18 - Sep '19,11  ,840000  
STANMORE (2048) (House),Oct '18 - Sep '19,78  ,144000000  
SYDNEY OLYMPIC PARK (2127) (House),Oct '18 - Sep '19,1  ,496000000  
THE ROCKS (2000) (House),Oct '18 - Sep '19,0  ,
WAHROONGA (2076) (House),Oct '18 - Sep '19,195  ,186000000  
WAVERLEY (2024) (House),Oct '18 - Sep '19,25  ,21000000  
WOOLLAHRA (2025) (House),Oct '18 - Sep '19,91  ,3000000  
YAGOONA (2199) (House),Oct '18 - Sep '19,108  ,798000  
ALFORDS POINT (2234) (House),Oct '18 - Sep '19,24  ,117000000  
ANNANDALE (2038) (House),Oct '18 - Sep '19,88  ,158000000  
ASHBURY (2193) (House),Oct '18 - Sep '19,25  ,143000000  
AUSTRAL (2179) (House),Oct '18 - Sep '19,142  ,416000  
BALMAIN (2041) (House),Oct '18 - Sep '19,117  ,177000000  
BEACONSFIELD (2015) (House),Oct '18 - Sep '19,8  ,122000000  
BLACKTOWN (2148) (House),Oct '18 - Sep '19,411  ,667000  
BROOKVALE (2100) (House),Oct '18 - Sep '19,13  ,117000000  
CASULA (2170) (House),Oct '18 - Sep '19,118  ,744000  
COOGEE (2034) (House),Oct '18 - Sep '19,45  ,26000000  
DEE WHY (2099) (House),Oct '18 - Sep '19,54  ,157000000  
EARLWOOD (2206) (House),Oct '18 - Sep '19,115  ,127000000  
ERSKINEVILLE (2043) (House),Oct '18 - Sep '19,61  ,135000000  
GLADESVILLE (2111) (House),Oct '18 - Sep '19,100  ,164000000  
GREENWICH (2065) (House),Oct '18 - Sep '19,34  ,29000000  
KILLARA (2071) (House),Oct '18 - Sep '19,87  ,236000000  
LA PEROUSE (2036) (House),Oct '18 - Sep '19,2  ,178000000  
LONGUEVILLE (2066) (House),Oct '18 - Sep '19,24  ,411000000  
MARRICKVILLE (2204) (House),Oct '18 - Sep '19,174  ,131000000  
MINCHINBURY (2770) (House),Oct '18 - Sep '19,54  ,669000  
MOUNT DRUITT (2770) (House),Oct '18 - Sep '19,66  ,622000  
NORTH BONDI (2026) (House),Oct '18 - Sep '19,72  ,26000000  
PADSTOW (2211) (House),Oct '18 - Sep '19,123  ,915000  
PETERSHAM (2049) (House),Oct '18 - Sep '19,56  ,129000000  
PYRMONT (2009) (House),Oct '18 - Sep '19,12  ,137000000  
REDFERN (2016) (House),Oct '18 - Sep '19,86  ,132000000  
ROSE BAY (2029) (House),Oct '18 - Sep '19,50  ,414000000  
RUSHCUTTERS BAY (2011) (House),Oct '18 - Sep '19,3  ,34000000  
ST ANDREWS (2566) (House),Oct '18 - Sep '19,60  ,585000  
STRATHFIELD (2135) (House),Oct '18 - Sep '19,130  ,215000000  
SYLVANIA (2224) (House),Oct '18 - Sep '19,79  ,114000000  
TURRAMURRA (2074) (House),Oct '18 - Sep '19,131  ,19000000  
WAREEMBA (2046) (House),Oct '18 - Sep '19,12  ,181000000  
WESTMEAD (2145) (House),Oct '18 - Sep '19,18  ,962000  
WOOLLOOMOOLOO (2011) (House),Oct '18 - Sep '19,6  ,156000000  
YENNORA (2161) (House),Oct '18 - Sep '19,8  ,635000  
ALLAMBIE HEIGHTS (2100) (House),Oct '18 - Sep '19,67  ,153000000  
ANNANGROVE (2156) (House),Oct '18 - Sep '19,6  ,208000000  
ASHCROFT (2168) (House),Oct '18 - Sep '19,28  ,578000  
AVALON BEACH (2107) (House),Oct '18 - Sep '19,136  ,178000000  
BANKSTOWN (2200) (House),Oct '18 - Sep '19,92  ,896000  
BELLA VISTA (2153) (House),Oct '18 - Sep '19,64  ,16000000  
BONDI (2026) (House),Oct '18 - Sep '19,28  ,263000000  
CABRAMATTA (2166) (House),Oct '18 - Sep '19,52  ,826000  
CHATSWOOD (2067) (House),Oct '18 - Sep '19,77  ,228000000  
CRONULLA (2230) (House),Oct '18 - Sep '19,75  ,193000000  
DOUBLE BAY (2028) (House),Oct '18 - Sep '19,21  ,39000000  
EASTERN CREEK (2766) (House),Oct '18 - Sep '19,13  ,620000  
FAIRFIELD (2165) (House),Oct '18 - Sep '19,86  ,698000  
GLEBE (2037) (House),Oct '18 - Sep '19,65  ,155000000  
GYMEA (2227) (House),Oct '18 - Sep '19,62  ,104000000  
KINGSFORD (2032) (House),Oct '18 - Sep '19,75  ,197000000  
LAKEMBA (2195) (House),Oct '18 - Sep '19,33  ,840000  
MACQUARIE PARK (2113) (House),Oct '18 - Sep '19,0  ,
MASCOT (2020) (House),Oct '18 - Sep '19,67  ,127000000  
MINTO (2566) (House),Oct '18 - Sep '19,87  ,590000  
NARRABEEN (2101) (House),Oct '18 - Sep '19,22  ,23000000  
NORTH SYDNEY (2060) (House),Oct '18 - Sep '19,25  ,198000000  
PAGEWOOD (2035) (House),Oct '18 - Sep '19,25  ,145000000  
POINT PIPER (2027) (House),Oct '18 - Sep '19,7  ,129000000  
QUAKERS HILL (2763) (House),Oct '18 - Sep '19,240  ,740000  
REVESBY (2212) (House),Oct '18 - Sep '19,148  ,919000  
ROSEBERY (2018) (House),Oct '18 - Sep '19,40  ,175000000  
RYDE (2112) (House),Oct '18 - Sep '19,168  ,136000000  
ST IVES (2075) (House),Oct '18 - Sep '19,172  ,188000000  
SURRY HILLS (2010) (House),Oct '18 - Sep '19,86  ,166000000  
TAMARAMA (2026) (House),Oct '18 - Sep '19,7  ,475000000  
ULTIMO (2007) (House),Oct '18 - Sep '19,7  ,117000000  
WARWICK FARM (2170) (House),Oct '18 - Sep '19,8  ,625000  
WILLOUGHBY (2068) (House),Oct '18 - Sep '19,66  ,214000000  
WOOLOOWARE (2230) (House),Oct '18 - Sep '19,42  ,161000000  
YOWIE BAY (2228) (House),Oct '18 - Sep '19,33  ,178000000  
ALLAWAH (2218) (House),Oct '18 - Sep '19,12  ,111000000  
ARCADIA (2159) (House),Oct '18 - Sep '19,7  ,162000000  
ASHFIELD (2131) (House),Oct '18 - Sep '19,66  ,145000000  
BADGERYS CREEK (2555) (House),Oct '18 - Sep '19,2  ,553000000  
BARANGAROO (2000) (House),Oct '18 - Sep '19,0  ,
BELLEVUE HILL (2023) (House),Oct '18 - Sep '19,74  ,572000000  
BONDI BEACH (2026) (House),Oct '18 - Sep '19,46  ,283000000  
CAMDEN (2570) (House),Oct '18 - Sep '19,50  ,690000  
CHIFLEY (2036) (House),Oct '18 - Sep '19,32  ,168000000  
CROWS NEST (2065) (House),Oct '18 - Sep '19,30  ,198000000  
DOVER HEIGHTS (2030) (House),Oct '18 - Sep '19,43  ,391000000  
EASTGARDENS (2036) (House),Oct '18 - Sep '19,13  ,145000000  
FIVE DOCK (2046) (House),Oct '18 - Sep '19,74  ,161000000  
GLENHAVEN (2156) (House),Oct '18 - Sep '19,63  ,15000000  
ILLAWONG (2234) (House),Oct '18 - Sep '19,73  ,115000000  
KINGSGROVE (2208) (House),Oct '18 - Sep '19,100  ,112000000  
LANE COVE (2066) (House),Oct '18 - Sep '19,73  ,205000000  
MALABAR (2036) (House),Oct '18 - Sep '19,22  ,194000000  
MATRAVILLE (2036) (House),Oct '18 - Sep '19,67  ,161000000  
MIRANDA (2228) (House),Oct '18 - Sep '19,133  ,11000000  
NEUTRAL BAY (2089) (House),Oct '18 - Sep '19,41  ,24000000  
OATLEY (2223) (House),Oct '18 - Sep '19,95  ,155000000  
PARRAMATTA (2150) (House),Oct '18 - Sep '19,36  ,102000000  
POTTS POINT (2011) (House),Oct '18 - Sep '19,10  ,595000000  
QUEENS PARK (2022) (House),Oct '18 - Sep '19,38  ,261000000  
RIVERVIEW (2066) (House),Oct '18 - Sep '19,33  ,235000000  
ROSEVILLE (2069) (House),Oct '18 - Sep '19,84  ,246000000  
SANS SOUCI (2219) (House),Oct '18 - Sep '19,88  ,149000000  
ST MARYS (2760) (House),Oct '18 - Sep '19,101  ,575000  
SUTHERLAND (2232) (House),Oct '18 - Sep '19,46  ,109000000  
TAREN POINT (2229) (House),Oct '18 - Sep '19,18  ,14000000  
VAUCLUSE (2030) (House),Oct '18 - Sep '19,86  ,628000000  
WATERLOO (2017) (House),Oct '18 - Sep '19,10  ,104000000  
WINDSOR (2756) (House),Oct '18 - Sep '19,27  ,665000  
WINDSOR (2756) (House),Oct '18 - Sep '19,27  ,665000  
ZETLAND (2017) (House),Oct '18 - Sep '19,9  ,15000000  
AMBARVALE (2560) (House),Oct '18 - Sep '19,69  ,530000  
ARNCLIFFE (2205) (House),Oct '18 - Sep '19,50  ,101000000  
ABBOTSBURY (2176) (House),Oct '19 - Sep '20,27  ,995000  
ARNDELL PARK (2148) (House),Oct '19 - Sep '20,0  ,
ASQUITH (2077) (House),Oct '19 - Sep '20,38  ,12000000  
BALGOWLAH (2093) (House),Oct '19 - Sep '20,72  ,23000000  
BAULKHAM HILLS (2153) (House),Oct '19 - Sep '20,337  ,121000000  
BEXLEY (2207) (House),Oct '19 - Sep '20,126  ,129000000  
BRIGHTON-LE-SANDS (2216) (House),Oct '19 - Sep '20,45  ,142000000  
CANTERBURY (2193) (House),Oct '19 - Sep '20,33  ,127000000  
CLOVELLY (2031) (House),Oct '19 - Sep '20,48  ,36000000  
DACEYVILLE (2032) (House),Oct '19 - Sep '20,5  ,147000000  
DRUMMOYNE (2047) (House),Oct '19 - Sep '20,85  ,215000000  
EDGECLIFF (2027) (House),Oct '19 - Sep '20,18  ,198000000  
FORESTVILLE (2087) (House),Oct '19 - Sep '20,88  ,167000000  
FRESHWATER (2096) (House),Oct '19 - Sep '20,73  ,25000000  
JORDAN SPRINGS (NA) (House),Oct '19 - Sep '20,203  ,722000  
KOGARAH (2217) (House),Oct '19 - Sep '20,26  ,139000000  
LINDFIELD (2070) (House),Oct '19 - Sep '20,77  ,28000000  
MANLY (2095) (House),Oct '19 - Sep '20,70  ,303000000  
MENAI (2234) (House),Oct '19 - Sep '20,110  ,107000000  
MONTEREY (2217) (House),Oct '19 - Sep '20,18  ,163000000  
NEWINGTON (2127) (House),Oct '19 - Sep '20,25  ,138000000  
OYSTER BAY (2225) (House),Oct '19 - Sep '20,74  ,126000000  
PENRITH (2750) (House),Oct '19 - Sep '20,118  ,670000  
PUNCHBOWL (2196) (House),Oct '19 - Sep '20,112  ,868000  
RAMSGATE (2217) (House),Oct '19 - Sep '20,6  ,136000000  
RIVERWOOD (2210) (House),Oct '19 - Sep '20,51  ,950000  
ROSEHILL (2142) (House),Oct '19 - Sep '20,5  ,11000000  
SEVEN HILLS (2147) (House),Oct '19 - Sep '20,205  ,765000  
ST PETERS (2044) (House),Oct '19 - Sep '20,42  ,136000000  
SYDENHAM (2044) (House),Oct '19 - Sep '20,18  ,111000000  
TEMPE (2044) (House),Oct '19 - Sep '20,56  ,125000000  
VILLAWOOD (2163) (House),Oct '19 - Sep '20,57  ,715000  
WATSONS BAY (2030) (House),Oct '19 - Sep '20,9  ,45000000  
WOLLI CREEK (2205) (House),Oct '19 - Sep '20,2  ,26000000  
WOOLWICH (2110) (House),Oct '19 - Sep '20,15  ,478000000  
ALEXANDRIA (2015) (House),Oct '19 - Sep '20,56  ,191000000  
ANGUS (2765) (House),Oct '19 - Sep '20,2  ,608000  
ARTARMON (2064) (House),Oct '19 - Sep '20,29  ,321000000  
AUBURN (2144) (House),Oct '19 - Sep '20,142  ,930000  
BALMAIN EAST (2041) (House),Oct '19 - Sep '20,26  ,311000000  
BEACON HILL (2100) (House),Oct '19 - Sep '20,79  ,16000000  
BIRCHGROVE (2041) (House),Oct '19 - Sep '20,52  ,219000000  
BONDI JUNCTION (2022) (House),Oct '19 - Sep '20,63  ,208000000  
CARSS PARK (2221) (House),Oct '19 - Sep '20,12  ,135000000  
COLLAROY (2097) (House),Oct '19 - Sep '20,61  ,255000000  
DARLINGHURST (2010) (House),Oct '19 - Sep '20,59  ,202000000  
DULWICH HILL (2203) (House),Oct '19 - Sep '20,72  ,161000000  
ENMORE (2042) (House),Oct '19 - Sep '20,38  ,142000000  
FRENCHS FOREST (2086) (House),Oct '19 - Sep '20,186  ,162000000  
GREENACRE (2190) (House),Oct '19 - Sep '20,209  ,960000  
KELLYVILLE (2155) (House),Oct '19 - Sep '20,466  ,127000000  
KURNELL (2231) (House),Oct '19 - Sep '20,26  ,109000000  
LIVERPOOL (2170) (House),Oct '19 - Sep '20,87  ,780000  
MAROUBRA (2035) (House),Oct '19 - Sep '20,158  ,204000000  
MILLERS POINT (2000) (House),Oct '19 - Sep '20,10  ,118000  
MOORE PARK (2021) (House),Oct '19 - Sep '20,0  ,
NEWPORT (2106) (House),Oct '19 - Sep '20,124  ,212000000  
PADDINGTON (2021) (House),Oct '19 - Sep '20,225  ,245000000  
PENSHURST (2222) (House),Oct '19 - Sep '20,63  ,118000000  
PYMBLE (2073) (House),Oct '19 - Sep '20,116  ,241000000  
RANDWICK (2031) (House),Oct '19 - Sep '20,122  ,267000000  
ROCKDALE (2216) (House),Oct '19 - Sep '20,42  ,12000000  
ROUSE HILL (2155) (House),Oct '19 - Sep '20,193  ,900000  
SILVERWATER (2128) (House),Oct '19 - Sep '20,8  ,978000  
STANMORE (2048) (House),Oct '19 - Sep '20,79  ,178000000  
SYDNEY OLYMPIC PARK (2127) (House),Oct '19 - Sep '20,0  ,
THE ROCKS (2000) (House),Oct '19 - Sep '20,0  ,
WAHROONGA (2076) (House),Oct '19 - Sep '20,199  ,202000000  
WAVERLEY (2024) (House),Oct '19 - Sep '20,31  ,245000000  
WOOLLAHRA (2025) (House),Oct '19 - Sep '20,93  ,321000000  
YAGOONA (2199) (House),Oct '19 - Sep '20,131  ,815000  
ALFORDS POINT (2234) (House),Oct '19 - Sep '20,34  ,133000000  
ANNANDALE (2038) (House),Oct '19 - Sep '20,137  ,159000000  
ASHBURY (2193) (House),Oct '19 - Sep '20,30  ,164000000  
AUSTRAL (2179) (House),Oct '19 - Sep '20,412  ,401000  
BALMAIN (2041) (House),Oct '19 - Sep '20,143  ,2000000  
BEACONSFIELD (2015) (House),Oct '19 - Sep '20,19  ,144000000  
BLACKTOWN (2148) (House),Oct '19 - Sep '20,480  ,725000  
BROOKVALE (2100) (House),Oct '19 - Sep '20,15  ,148000000  
CASULA (2170) (House),Oct '19 - Sep '20,126  ,770000  
COOGEE (2034) (House),Oct '19 - Sep '20,55  ,296000000  
DEE WHY (2099) (House),Oct '19 - Sep '20,70  ,185000000  
EARLWOOD (2206) (House),Oct '19 - Sep '20,143  ,139000000  
ERSKINEVILLE (2043) (House),Oct '19 - Sep '20,60  ,141000000  
GLADESVILLE (2111) (House),Oct '19 - Sep '20,81  ,19000000  
GREENWICH (2065) (House),Oct '19 - Sep '20,49  ,288000000  
KILLARA (2071) (House),Oct '19 - Sep '20,91  ,298000000  
LA PEROUSE (2036) (House),Oct '19 - Sep '20,2  ,21000000  
LONGUEVILLE (2066) (House),Oct '19 - Sep '20,15  ,411000000  
MARRICKVILLE (2204) (House),Oct '19 - Sep '20,193  ,147000000  
MINCHINBURY (2770) (House),Oct '19 - Sep '20,47  ,770000  
MOUNT DRUITT (2770) (House),Oct '19 - Sep '20,76  ,670000  
NORTH BONDI (2026) (House),Oct '19 - Sep '20,93  ,305000000  
PADSTOW (2211) (House),Oct '19 - Sep '20,145  ,1000000  
PETERSHAM (2049) (House),Oct '19 - Sep '20,63  ,163000000  
PYRMONT (2009) (House),Oct '19 - Sep '20,10  ,145000000  
REDFERN (2016) (House),Oct '19 - Sep '20,79  ,145000000  
ROSE BAY (2029) (House),Oct '19 - Sep '20,64  ,388000000  
RUSHCUTTERS BAY (2011) (House),Oct '19 - Sep '20,1  ,44000000  
ST ANDREWS (2566) (House),Oct '19 - Sep '20,57  ,610000  
STRATHFIELD (2135) (House),Oct '19 - Sep '20,147  ,25000000  
SYLVANIA (2224) (House),Oct '19 - Sep '20,83  ,135000000  
TURRAMURRA (2074) (House),Oct '19 - Sep '20,158  ,22000000  
WAREEMBA (2046) (House),Oct '19 - Sep '20,11  ,202000000  
WESTMEAD (2145) (House),Oct '19 - Sep '20,20  ,133000000  
WOOLLOOMOOLOO (2011) (House),Oct '19 - Sep '20,4  ,142000000  
YENNORA (2161) (House),Oct '19 - Sep '20,11  ,740000  
ALLAMBIE HEIGHTS (2100) (House),Oct '19 - Sep '20,70  ,171000000  
ANNANGROVE (2156) (House),Oct '19 - Sep '20,7  ,193000000  
ASHCROFT (2168) (House),Oct '19 - Sep '20,32  ,615000  
AVALON BEACH (2107) (House),Oct '19 - Sep '20,175  ,21000000  
BANKSTOWN (2200) (House),Oct '19 - Sep '20,102  ,972000  
BELLA VISTA (2153) (House),Oct '19 - Sep '20,114  ,153000000  
BONDI (2026) (House),Oct '19 - Sep '20,52  ,295000000  
CABRAMATTA (2166) (House),Oct '19 - Sep '20,51  ,888000  
CHATSWOOD (2067) (House),Oct '19 - Sep '20,111  ,23000000  
CRONULLA (2230) (House),Oct '19 - Sep '20,75  ,227000000  
DOUBLE BAY (2028) (House),Oct '19 - Sep '20,24  ,416000000  
EASTERN CREEK (2766) (House),Oct '19 - Sep '20,7  ,665000  
FAIRFIELD (2165) (House),Oct '19 - Sep '20,79  ,750000  
GLEBE (2037) (House),Oct '19 - Sep '20,67  ,175000000  
GYMEA (2227) (House),Oct '19 - Sep '20,73  ,125000000  
KINGSFORD (2032) (House),Oct '19 - Sep '20,74  ,218000000  
LAKEMBA (2195) (House),Oct '19 - Sep '20,26  ,940000  
MACQUARIE PARK (2113) (House),Oct '19 - Sep '20,0  ,
MASCOT (2020) (House),Oct '19 - Sep '20,70  ,15000000  
MINTO (2566) (House),Oct '19 - Sep '20,99  ,650000  
NARRABEEN (2101) (House),Oct '19 - Sep '20,17  ,245000000  
NORTH SYDNEY (2060) (House),Oct '19 - Sep '20,19  ,22000000  
PAGEWOOD (2035) (House),Oct '19 - Sep '20,37  ,18000000  
